,asset_id,label,split,fps,frame_count,duration_seconds,frame_height,frame_width,frame_channels,orginal_video_start_second,original_video_end_second,original_video_target_second,target_second,reliable_audio
2660,442121,29,train,25.0,301,9.88,1080,1920,3,9.2,19.2,16.0,6.800000000000001,0
2688,321865931,29,train,25.0,327,9.96,720,1280,3,33.0,43.0,38.0,5.0,0
2689,322112011,29,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,0
2774,201734441,30,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,1
2746,459631,30,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
2782,291394141,30,train,25.0,477,9.96,720,1280,3,9.0,19.0,14.0,5.0,1
2748,464638,30,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
2778,221207241,30,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
2773,201623571,30,train,25.0,277,9.96,720,1280,3,11.0,21.0,16.0,5.0,1
2769,201390881,30,train,25.0,278,9.96,464,848,3,19.0,29.0,24.0,5.0,1
2765,201252231,30,train,25.0,427,9.96,288,352,3,7.0,17.0,12.0,5.0,0
2784,339467971,30,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,1
2768,201355441,30,train,25.0,252,9.96,464,848,3,7.0,17.0,12.0,5.0,0
2738,415547,30,train,25.0,282,9.88,1080,1920,3,1.2599999999999998,11.26,8.0,6.74,1
2781,264621491,30,train,25.0,327,9.96,720,1280,3,13.0,23.0,18.0,5.0,0
2756,200855701,30,train,25.0,327,9.96,480,640,3,3.0,13.0,8.0,5.0,1
2779,246273161,30,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,1
2744,441607,30,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
2766,201292581,30,train,25.0,252,9.96,240,320,3,0.0,10.0,2.0,2.0,1
2754,483158,30,train,25.0,268,9.88,1080,1920,3,10.69,20.69,20.0,9.31,1
2788,349412601,30,train,25.0,227,8.96,720,1280,3,0.0,9.09,2.0,2.0,0
2761,200895811,30,train,25.0,296,9.96,476,848,3,27.0,37.0,32.0,5.0,1
2749,469687,30,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
2789,357620351,30,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,0
2733,409380,30,train,25.0,477,9.96,1080,1920,3,19.0,29.0,24.0,5.0,0
2785,339754841,30,train,25.0,327,9.96,720,1280,3,13.0,23.0,18.0,5.0,1
2742,436459,30,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
2787,346314141,30,train,25.0,266,9.88,720,1280,3,40.64,50.64,50.0,9.36,0
2772,201621401,30,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
2771,201475931,30,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,1
2755,200799481,30,train,25.0,377,9.96,464,848,3,5.0,15.0,10.0,5.0,1
2786,340584221,30,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
2740,435583,30,train,25.0,408,9.88,1080,1920,3,6.32,16.32,16.0,9.68,1
2739,435543,30,train,25.0,189,7.44,1080,1920,3,0.0,7.56,6.0,6.0,0
2753,471375,30,train,25.0,148,5.8,1080,1920,3,0.0,5.92,4.0,4.0,0
2767,201292611,30,train,25.0,377,9.96,240,320,3,5.0,15.0,10.0,5.0,1
2736,415380,30,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
2751,470300,30,train,25.0,326,9.88,1080,1920,3,3.039999999999999,13.04,12.0,8.96,1
2783,313733361,30,train,25.0,202,7.96,720,1280,3,0.0,8.08,4.0,4.0,0
2777,220169771,30,train,25.0,377,9.96,720,1280,3,15.0,25.0,20.0,5.0,0
2734,410803,30,train,25.0,319,9.88,1080,1920,3,42.64,52.64,48.0,5.359999999999999,1
2730,404187,30,train,25.0,375,9.96,1080,1920,3,33.0,43.0,38.0,5.0,1
2737,415390,30,train,25.0,403,9.96,1080,1920,3,25.0,35.0,30.0,5.0,0
2758,200887571,30,train,25.0,327,9.96,464,848,3,13.0,23.0,18.0,5.0,1
2731,405234,30,train,25.0,443,9.84,1080,1920,3,7.760000000000002,17.76,14.0,6.239999999999998,1
2776,218698801,30,train,25.0,222,8.76,720,1280,3,0.0,8.9,8.0,8.0,1
2763,201125391,30,train,25.0,377,9.96,336,592,3,15.0,25.0,20.0,5.0,0
2735,415365,30,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
2743,440905,30,train,25.0,427,9.96,1080,1920,3,47.0,57.0,52.0,5.0,1
2764,201165901,30,train,25.0,277,9.96,448,800,3,1.0,11.0,6.0,5.0,0
2759,200887671,30,train,25.0,192,7.56,464,848,3,0.0,7.68,6.0,6.0,0
2847,201863841,31,train,25.0,286,9.96,480,640,3,27.0,37.0,32.0,5.0,1
2836,201851091,31,train,25.0,477,9.96,352,640,3,9.0,19.0,14.0,5.0,1
2843,201860801,31,train,25.0,477,9.96,480,640,3,39.0,49.0,44.0,5.0,1
2829,474963,31,train,25.0,253,9.88,1080,1920,3,0.1199999999999992,10.12,8.0,7.880000000000001,1
2851,201866081,31,train,25.0,344,9.96,480,640,3,7.0,17.0,12.0,5.0,1
2875,201883071,31,train,25.0,267,9.96,352,640,3,85.0,95.0,90.0,5.0,1
2841,201859281,31,train,25.0,415,9.96,406,720,3,35.0,45.0,40.0,5.0,1
2842,201859291,31,train,25.0,277,9.96,406,720,3,1.0,11.0,6.0,5.0,1
2873,201883051,31,train,25.0,323,9.96,352,640,3,43.0,53.0,48.0,5.0,1
2831,478923,31,train,25.0,308,9.92,1080,1920,3,32.28,42.28,38.0,5.719999999999999,1
2849,201864081,31,train,25.0,346,9.96,406,720,3,39.0,49.0,44.0,5.0,1
2826,472362,31,train,25.0,263,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
2874,201883061,31,train,25.0,377,9.96,352,640,3,45.0,55.0,50.0,5.0,1
2853,201866111,31,train,25.0,319,9.96,480,640,3,31.0,41.0,36.0,5.0,1
2869,201881041,31,train,25.0,277,9.96,360,640,3,1.0,11.0,6.0,5.0,1
2852,201866101,31,train,25.0,477,9.96,480,640,3,89.0,99.0,94.0,5.0,1
2854,201866161,31,train,25.0,262,9.96,480,640,3,61.0,71.0,66.0,5.0,1
2830,478921,31,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
2850,201864101,31,train,25.0,277,9.96,406,720,3,1.0,11.0,6.0,5.0,1
2863,201874191,31,train,25.0,403,9.96,352,640,3,15.0,25.0,20.0,5.0,1
2861,201872681,31,train,25.0,277,9.96,406,720,3,81.0,91.0,86.0,5.0,1
2845,201861881,31,train,25.0,377,9.96,406,720,3,5.0,15.0,10.0,5.0,1
2839,201859041,31,train,25.0,427,9.96,406,720,3,157.0,167.0,162.0,5.0,1
2864,201874431,31,train,25.0,327,9.96,352,640,3,3.0,13.0,8.0,5.0,1
2867,201880201,31,train,25.0,277,9.96,352,640,3,11.0,21.0,16.0,5.0,1
2844,201861821,31,train,25.0,327,9.96,406,720,3,23.0,33.0,28.0,5.0,1
2877,201883461,31,train,25.0,252,9.96,360,640,3,0.0,10.0,4.0,4.0,1
2846,201863221,31,train,25.0,477,9.96,480,640,3,59.0,69.0,64.0,5.0,1
2832,483481,31,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
2872,201883041,31,train,25.0,477,9.96,352,640,3,9.0,19.0,14.0,5.0,1
2856,201869001,31,train,25.0,277,9.96,480,640,3,1.0,11.0,6.0,5.0,1
2835,483498,31,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
2848,201864061,31,train,25.0,287,9.96,406,720,3,17.0,27.0,22.0,5.0,1
2855,201867061,31,train,25.0,308,9.96,406,720,3,55.0,65.0,60.0,5.0,1
2834,483497,31,train,25.0,427,9.96,1080,1920,3,27.0,37.0,32.0,5.0,1
2868,201880341,31,train,25.0,277,9.96,352,640,3,51.0,61.0,56.0,5.0,1
2876,201883081,31,train,25.0,463,9.96,352,640,3,185.0,195.0,190.0,5.0,1
2827,474960,31,train,25.0,299,9.88,1080,1920,3,41.96,51.96,50.0,8.04,1
2838,201859021,31,train,25.0,339,9.96,406,720,3,7.0,17.0,12.0,5.0,1
2858,201871571,31,train,25.0,377,9.96,480,640,3,35.0,45.0,40.0,5.0,1
2866,201878191,31,train,25.0,327,9.96,360,640,3,3.0,13.0,8.0,5.0,1
2865,201875321,31,train,25.0,427,9.96,406,720,3,7.0,17.0,12.0,5.0,1
2857,201869311,31,train,25.0,477,9.96,480,640,3,59.0,69.0,64.0,5.0,1
2828,474962,31,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,1
2942,415378,32,train,25.0,245,9.68,1080,1920,3,0.0,9.8,8.0,8.0,1
2921,404759,32,train,25.0,257,9.84,1080,1920,3,0.3200000000000003,10.32,6.0,5.68,0
2955,471441,32,train,25.0,208,8.2,1080,1920,3,0.0,8.32,2.0,2.0,1
2962,231459601,32,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,0
2936,411632,32,train,25.0,372,9.96,1080,1920,3,21.0,31.0,26.0,5.0,1
2968,344942291,32,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,1
2928,409920,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
2964,247561131,32,train,25.0,199,7.84,720,1280,3,0.0,7.96,2.0,2.0,1
2950,440900,32,train,25.0,196,7.72,1080,1920,3,0.0,7.84,2.0,2.0,1
2957,201800201,32,train,25.0,231,9.12,720,1280,3,0.0,9.3,2.0,2.0,1
2946,440701,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
2949,440899,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
2954,465797,32,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
2967,342204001,32,train,25.0,249,9.84,720,1280,3,0.0,9.96,4.0,4.0,1
2940,415246,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
2935,411112,32,train,25.0,259,9.88,1080,1920,3,10.36,20.36,18.0,7.640000000000001,0
2956,472970,32,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
2945,440699,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
2910,403549,32,train,25.0,238,9.4,1080,1920,3,0.0,9.6,8.0,8.0,0
2937,411641,32,train,25.0,348,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
2953,465796,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
2914,403992,32,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
2965,339390821,32,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
2923,409664,32,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
2948,440717,32,train,25.0,477,9.96,1080,1920,3,19.0,29.0,24.0,5.0,1
2917,404037,32,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
2944,440689,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
2924,409665,32,train,25.0,357,9.84,1080,1920,3,4.32,14.32,14.0,9.68,0
2911,403550,32,train,25.0,306,9.84,1080,1920,3,18.88,28.88,24.0,5.120000000000001,0
2961,231457401,32,train,25.0,427,9.96,720,1280,3,17.0,27.0,22.0,5.0,0
2930,410299,32,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,0
2912,403647,32,train,25.0,480,9.88,1080,1920,3,9.2,19.2,16.0,6.800000000000001,0
2938,411645,32,train,25.0,382,9.96,1080,1920,3,57.0,67.0,62.0,5.0,1
2958,201831001,32,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
2969,344963991,32,train,25.0,477,9.96,720,1280,3,9.0,19.0,14.0,5.0,1
2920,404699,32,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
2959,231124591,32,train,25.0,377,9.96,720,1280,3,45.0,55.0,50.0,5.0,1
2932,410790,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
2913,403671,32,train,25.0,177,6.96,1080,1920,3,0.0,7.12,2.0,2.0,0
2918,404373,32,train,25.0,207,8.16,1080,1920,3,0.0,8.32,2.0,2.0,0
2915,404034,32,train,25.0,344,9.96,1080,1920,3,17.0,27.0,22.0,5.0,0
2943,418658,32,train,25.0,241,9.52,1080,1920,3,0.0,9.64,8.0,8.0,1
2916,404035,32,train,25.0,265,9.96,1080,1920,3,19.0,29.0,24.0,5.0,0
2933,410791,32,train,25.0,184,7.24,1080,1920,3,0.0,7.36,4.0,4.0,0
2931,410789,32,train,25.0,153,6.0,1080,1920,3,0.0,6.12,2.0,2.0,0
2951,443586,32,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
2925,409666,32,train,25.0,267,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
2960,231455621,32,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
3030,431195,33,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3034,431201,33,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
3019,415606,33,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
3005,400132,33,train,25.0,386,9.96,1080,1920,3,27.0,37.0,32.0,5.0,1
3041,431314,33,train,25.0,267,9.88,1080,1920,3,20.68,30.68,26.0,5.32,1
3032,431199,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3057,314449781,33,train,25.0,302,9.84,720,1280,3,32.09,42.09,42.0,9.909999999999997,1
3010,408321,33,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3049,442884,33,train,25.0,456,9.88,1080,1920,3,8.239999999999998,18.24,16.0,7.760000000000002,1
3055,314445851,33,train,25.0,377,9.96,720,1280,3,15.0,25.0,20.0,5.0,1
3013,408663,33,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
3027,431186,33,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,1
3004,400129,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3046,440675,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3028,431187,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
3040,431313,33,train,25.0,494,9.88,1080,1920,3,9.760000000000002,19.76,18.0,8.239999999999998,1
3024,431182,33,train,25.0,411,9.88,1080,1920,3,16.44,26.44,26.0,9.56,1
3025,431184,33,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
3042,431315,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
3029,431188,33,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
3045,431319,33,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3023,431072,33,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3026,431185,33,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3014,408664,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3056,314446911,33,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,1
3018,415038,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3050,451376,33,train,25.0,313,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
3021,431060,33,train,25.0,269,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3031,431196,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
3012,408655,33,train,25.0,330,9.84,1080,1920,3,3.24,13.24,10.0,6.76,1
3052,307831671,33,train,25.0,449,9.84,720,1280,3,17.97,27.97,26.0,8.030000000000001,1
3022,431071,33,train,25.0,217,8.56,1080,1920,3,0.0,8.68,6.0,6.0,1
3047,440946,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
3008,407101,33,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3009,408319,33,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,1
3020,431054,33,train,25.0,362,9.88,1080,1920,3,4.48,14.48,12.0,7.52,1
3015,408675,33,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
3038,431309,33,train,25.0,252,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3036,431306,33,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
3006,400138,33,train,25.0,313,9.84,1080,1920,3,22.56,32.56,28.0,5.439999999999998,1
3037,431307,33,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3048,441238,33,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3054,314441941,33,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,1
3035,431304,33,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3058,314455681,33,train,25.0,477,9.96,720,1280,3,19.0,29.0,24.0,5.0,1
3043,431316,33,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3106,440610,34,train,25.0,368,9.88,1080,1920,3,14.72,24.72,22.0,7.280000000000001,1
3129,452180,34,train,25.0,364,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
3141,465948,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
3137,465944,34,train,25.0,488,9.88,1080,1920,3,39.52,49.52,48.0,8.479999999999997,1
3148,476403,34,train,25.0,285,9.92,1080,1920,3,1.3599999999999994,11.36,8.0,6.640000000000001,1
3099,408343,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
3142,465949,34,train,25.0,477,9.96,1080,1920,3,59.0,69.0,64.0,5.0,1
3135,465942,34,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
3130,452182,34,train,25.0,259,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3113,440788,34,train,25.0,264,9.88,1080,1920,3,4.76,14.76,12.0,7.24,0
3090,404929,34,train,25.0,276,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
3110,440709,34,train,25.0,260,9.88,1080,1920,3,26.840000000000003,36.84,34.0,7.159999999999997,1
3128,452179,34,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3143,465950,34,train,25.0,377,9.96,1080,1920,3,55.0,65.0,60.0,5.0,1
3098,408330,34,train,25.0,399,9.96,1080,1920,3,35.0,45.0,40.0,5.0,1
3091,408310,34,train,25.0,426,9.84,1080,1920,3,16.84,26.84,22.0,5.16,1
3104,417029,34,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3096,408325,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3094,408318,34,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3103,415342,34,train,25.0,334,9.88,1080,1920,3,12.12,22.12,20.0,7.879999999999999,1
3117,447394,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3102,408654,34,train,25.0,212,8.36,1080,1920,3,0.0,8.52,6.0,6.0,1
3116,441675,34,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
3136,465943,34,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
3118,447401,34,train,25.0,293,9.88,1080,1920,3,1.7200000000000006,11.72,10.0,8.28,1
3097,408326,34,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3138,465945,34,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,1
3144,465951,34,train,25.0,327,9.96,1080,1920,3,33.0,43.0,38.0,5.0,1
3146,476401,34,train,25.0,477,9.96,1080,1920,3,29.0,39.0,34.0,5.0,1
3101,408640,34,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,1
3095,408322,34,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3093,408317,34,train,25.0,490,9.84,1080,1920,3,72.16,82.16,78.0,5.840000000000003,1
3149,482923,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3132,452188,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
3131,452183,34,train,25.0,283,9.96,1080,1920,3,45.0,55.0,50.0,5.0,0
3100,408349,34,train,25.0,158,6.2,1080,1920,3,0.0,6.36,4.0,4.0,1
3107,440673,34,train,25.0,303,9.88,1080,1920,3,2.119999999999999,12.12,8.0,5.880000000000001,1
3139,465946,34,train,25.0,327,9.96,1080,1920,3,23.0,33.0,28.0,5.0,1
3111,440711,34,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
3133,462102,34,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
3140,465947,34,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
3119,447404,34,train,25.0,327,9.88,1080,1920,3,3.08,13.08,10.0,6.92,1
3123,450401,34,train,25.0,291,9.88,1080,1920,3,21.64,31.64,30.0,8.36,1
3120,450398,34,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3134,465941,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3112,440713,34,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3121,450399,34,train,25.0,377,9.96,1080,1920,3,75.0,85.0,80.0,5.0,1
3125,451334,34,train,25.0,386,9.96,1080,1920,3,31.0,41.0,36.0,5.0,1
3201,416316,35,train,25.0,349,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
3188,406017,35,train,25.0,402,9.96,1080,1920,3,23.0,33.0,28.0,5.0,1
3232,295486491,35,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
3226,273560441,35,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
3191,406039,35,train,25.0,317,9.96,1080,1920,3,17.0,27.0,22.0,5.0,1
3187,404453,35,train,25.0,328,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
3221,201453301,35,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,1
3200,416315,35,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3223,201469731,35,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,1
3216,451247,35,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3225,201469751,35,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,1
3182,402056,35,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3222,201453311,35,train,25.0,377,9.96,720,1280,3,25.0,35.0,30.0,5.0,1
3224,201469741,35,train,25.0,235,9.28,720,1280,3,0.0,9.4,2.0,2.0,1
3228,280619481,35,train,25.0,277,9.96,720,1280,3,11.0,21.0,16.0,5.0,1
3236,295530521,35,train,25.0,377,9.96,720,1280,3,35.0,45.0,40.0,5.0,1
3202,416333,35,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
3207,433162,35,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
3227,273563101,35,train,25.0,219,8.64,720,1280,3,0.0,8.79,8.0,8.0,1
3233,295523951,35,train,25.0,403,9.88,720,1280,3,26.12,36.12,34.0,7.880000000000003,1
3192,406040,35,train,25.0,329,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
3199,416314,35,train,25.0,394,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
3190,406028,35,train,25.0,269,9.84,1080,1920,3,0.8000000000000007,10.8,8.0,7.199999999999999,1
3229,280621061,35,train,25.0,158,6.2,720,1280,3,0.0,6.32,2.0,2.0,1
3195,406637,35,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3189,406022,35,train,25.0,326,9.96,1080,1920,3,39.0,49.0,44.0,5.0,1
3218,201264181,35,train,25.0,327,9.88,288,352,3,3.08,13.08,12.0,8.92,1
3230,283079031,35,train,25.0,256,9.88,720,1280,3,10.239999999999998,20.24,18.0,7.760000000000002,1
3213,433178,35,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3219,201356911,35,train,25.0,427,9.96,464,848,3,7.0,17.0,12.0,5.0,1
3209,433164,35,train,25.0,346,9.88,1080,1920,3,13.84,23.84,22.0,8.16,1
3237,295531441,35,train,25.0,360,9.88,720,1280,3,4.4,14.4,10.0,5.6,1
3204,424575,35,train,25.0,348,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
3198,416313,35,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
3217,451248,35,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
3203,424574,35,train,25.0,262,9.88,1080,1920,3,1.4800000000000004,11.48,8.0,6.52,1
3186,404447,35,train,25.0,392,9.96,1080,1920,3,21.0,31.0,26.0,5.0,1
3220,201356931,35,train,25.0,295,9.88,464,848,3,11.8,21.8,18.0,6.199999999999999,1
3210,433167,35,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
3185,403027,35,train,25.0,290,9.96,1080,1920,3,31.0,41.0,36.0,5.0,1
3235,295526501,35,train,25.0,377,9.96,720,1280,3,5.0,15.0,10.0,5.0,1
3214,433179,35,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
3183,402319,35,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3212,433169,35,train,25.0,254,9.88,1080,1920,3,0.1600000000000001,10.16,6.0,5.84,1
3184,402924,35,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3193,406041,35,train,25.0,257,9.84,1080,1920,3,10.28,20.28,20.0,9.72,1
3215,448343,35,train,25.0,339,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
3313,408157,36,train,25.0,179,7.04,1080,1920,3,0.0,7.16,2.0,2.0,0
3300,408133,36,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
3290,408112,36,train,25.0,369,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
3278,406675,36,train,25.0,425,9.88,1080,1920,3,37.0,47.0,42.0,5.0,0
3308,408148,36,train,25.0,273,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
3295,408123,36,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
3328,231426441,36,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,0
3317,440723,36,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
3296,408127,36,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
3326,226307641,36,train,25.0,271,9.88,720,1280,3,20.84,30.84,26.0,5.16,0
3285,408104,36,train,25.0,392,9.96,1080,1920,3,25.0,35.0,30.0,5.0,0
3321,440960,36,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
3291,408115,36,train,25.0,329,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
3305,408143,36,train,25.0,213,8.4,1080,1920,3,0.0,8.56,2.0,2.0,1
3315,408159,36,train,25.0,97,3.76,1080,1920,3,0.0,3.92,2.0,2.0,0
3301,408136,36,train,25.0,377,9.96,1080,1920,3,35.0,45.0,40.0,5.0,0
